loan_id,credit_score,debt_to_income_ratio,loan_to_value_ratio,missed_payments_12m,days_past_due,repayment_status,default_flag,risk_band,expected_loss_amount
LOAN005299,681.0,0.662,0.659,0,0,Current,0,Medium,240393.45
LOAN005300,664.0,0.392,0.769,0,0,Current,0,Low,75664.54
LOAN005301,611.0,0.582,,4,32,CURRENT,0,Medium,21509.65
LOAN005302,714.0,0.555,0.701,1,8,Current,0,Low,26096.34
LOAN005303,664.0,0.586,,0,0,Current,0,Low,254344.04
LOAN005304,739.0,0.174,,0,0,Current,0,Low,4217.33
LOAN005305,674.0,0.302,0.582,0,0,Current,0,Low,8514.09
LOAN005306,664.0,0.572,0.73,0,0,Current,0,Medium,12328.77
LOAN005307,692.0,0.847,,2,50,Current,0,Medium,125973.25
LOAN005308,621.0,0.821,0.544,2,48,Current,0,Medium,130464.37
LOAN005309,662.0,0.518,0.723,0,0,Current,0,Low,34535.02
LOAN005310,667.0,0.276,,0,0,Current,0,Low,8829.48
LOAN005311,683.0,0.807,0.552,6,54,CURRENT,0,High,333563.56
LOAN005312,680.0,0.615,0.641,0,0,Current,0,Low,80214.25
LOAN005313,665.0,0.506,,0,0,Current,0,Low,11306.71
LOAN005314,737.0,0.353,0.543,0,0,Current,0,Low,7946.79
LOAN005315,644.0,0.38,0.535,4,60,Current,0,Medium,29709.59
LOAN005316,625.0,1.191,0.603,6,150,Restructured,0,High,873480.47
LOAN005317,763.0,0.441,,1,17,Current,0,Low,7058.77
LOAN005318,689.0,0.349,0.658,0,0,Current,0,Low,12766.4
LOAN005319,667.0,0.442,0.608,0,0,Current,0,Low,19423.88
LOAN005320,690.0,0.401,0.507,0,0,Current,0,Low,2101.57
LOAN005321,655.0,0.901,0.512,3,57,Current,0,Medium,283625.7
LOAN005322,677.0,0.396,,0,0,Current,0,Low,5886.68
LOAN005323,697.0,0.394,0.788,1,20,Current,0,Low,85896.58
LOAN005324,687.0,0.401,0.549,0,0,Current,0,Low,2042.76
LOAN005325,637.0,0.598,0.587,2,18,Current,0,Medium,242553.01
LOAN005326,693.0,0.808,,3,94,Written Off,1,Medium,27487.23
LOAN005327,668.0,0.566,,6,180,Defaulted,1,High,70206.71
LOAN005328,582.0,0.527,0.821,4,92,Restructured,0,High,149152.97
LOAN005329,728.0,0.439,,0,0,Current,0,Low,9347.43
LOAN005330,713.0,0.228,0.616,0,0,Paid Off,0,Low,5790.63
LOAN005331,646.0,0.518,,3,39,Current,0,Medium,16130.35
LOAN005332,686.0,0.869,0.659,1,14,Paid Off,0,Medium,127978.54
LOAN005333,661.0,0.696,0.866,0,0, CURRENT ,0,Medium,214865.11
LOAN005334,721.0,0.281,0.899,9,174,Defaulted,1,High,9380.71
LOAN005335,649.0,0.598,,1,8,Current,0,Medium,150393.24
LOAN005336,653.0,0.563,0.686,0,0,Current,0,Medium,11778.65
LOAN005337,730.0,0.206,,1,16,Current,0,Low,10028.54
LOAN005338,642.0,0.476,0.912,5,140,Defaulted,1,High,16984.32
LOAN005339,708.0,0.229,0.637,0,0,Current,0,Low,1827.3
LOAN005340,683.0,0.617,0.901,0,0,Current,0,Medium,129972.64
LOAN005341,655.0,0.435,,0,0,Current,0,Low,12504.59
LOAN005342,766.0,0.437,,0,0,Current,0,Low,8375.65
LOAN005343,722.0,0.195,0.633,0,0,Current,0,Low,5909.35
LOAN005344,623.0,0.871,0.637,2,22,Current,0,Medium,347923.66
LOAN005345,653.0,0.628,0.502,0,0,Current,0,Medium,71517.16
LOAN005346,638.0,0.691,0.616,3,42,Paid Off,0,Medium,211839.89
LOAN005347,617.0,0.544,,6,138,Late,0,High,16679.84
LOAN005348,737.0,0.582,0.59,0,0,Current,0,Low,13193.77
LOAN005349,594.0,1.35,,4,92,Restructured,0,High,1280530.31
LOAN005350,579.0,0.697,0.859,1,16,Current,0,Medium,234520.1
LOAN005351,650.0,0.716,0.716,0,0,Current,0,Medium,116735.86
LOAN005352,781.0,0.26,,0,0,Current,0,Low,4184.67
LOAN005353,628.0,0.844,0.5,2,28,Current,0,Medium,308041.41
LOAN005354,681.0,0.675,0.569,0,0,Current,0,Medium,66312.4
LOAN005355,691.0,0.422,0.516,0,0,Current,0,Low,10287.9
LOAN005356,655.0,0.666,0.716,0,0,Current,0,Medium,103199.9
LOAN005357,660.0,0.772,0.735,4,96,Current,0,High,135670.87
LOAN005358,646.0,0.439,0.797,4,60,Paid Off,0,Medium,179497.0
LOAN005359,737.0,0.381,,0,0,Current,0,Low,5322.32
LOAN005360,714.0,0.487,0.529,0,0,Current,0,Low,174525.79
LOAN005361,713.0,0.594,0.666,0,0,Current,0,Low,67191.81
LOAN005362,646.0,0.649,,3,42,Current,0, medium ,44615.7
LOAN005363,638.0,0.572,0.921,3,27,Current,0,Medium,72058.03
LOAN005364,701.0,0.635,0.786,0,0,Paid Off,0,Low,8590.89
LOAN005365,631.0,1.174,0.646,4,144,Defaulted,1,High,1377406.46
LOAN005366,685.0,0.197,0.755,0,0,Current,0, Low ,1139.35
LOAN005367,696.0,0.663,0.563,0,0,Current,0,Low,81029.7
LOAN005368,679.0,0.778,0.682,1,11,Current,0, Medium ,184657.54
LOAN005369,694.0,0.935,0.64,3,54,Current,0,Medium,274412.6
LOAN005370,617.0,0.762,0.818,3,45,Current,0,Medium,381731.26
LOAN005371,657.0,0.29,,0,0,Current,0,Low,2384.86
LOAN005372,694.0,0.913,0.882,3,69,Current,0,Medium,407815.14
LOAN005373,616.0,0.849,,4,60,Current,0,High,3292584.62
LOAN005374,654.0,0.6,0.552,0,0,Current,0,Medium,92468.04
LOAN005375,629.0,0.716,,2,46,Current,0,Medium,35306.34
LOAN005376,598.0,0.334,0.91,4,159,Defaulted,1,Medium,23097.91
LOAN005377,642.0,1.09,,5,80,Restructured,0,High,1194405.52
LOAN005378,676.0,0.535,,0,0,Current,0,Low,29665.62
LOAN005379,626.0,0.858,0.831,7,126,Defaulted,1,High,314751.54
LOAN005380,730.0,0.672,0.942,0,0,Current,0,Low,143790.42
LOAN005381,699.0,0.817,0.888,3,136,Defaulted,1,Medium,805248.6
LOAN005382,652.0,0.656,0.772,5,180,Written Off,1,High,200211.59
LOAN005383,692.0,0.252,,0,0,Current,0,Low,2887.79
LOAN005384,740.0,0.632,,0,0,Current,0,Low,19791.11
LOAN005385,636.0,0.788,0.572,5,180,Defaulted,1,High,127743.73
LOAN005386,723.0,0.412,,1,25,Paid Off,0,Low,9816.31
LOAN005387,669.0,0.628,0.719,0,0,Current,0,Medium,9236.35
LOAN005388,563.0,0.809,0.523,1,19,Paid Off,0,Medium,255690.03
LOAN005389,596.0,0.577,0.821,5,105,Late,0,High,227768.0
LOAN005390,,0.475,,4,164,Defaulted,1,Medium,29710.34
LOAN005391,710.0,0.537,,0,0,Current,0,Low,11359.3
LOAN005392,654.0,0.609,0.893,0,0,Current,0,Medium,67868.87
LOAN005393,687.0,0.772,0.784,3,66,Current,0,Medium,15755.68
LOAN005394,633.0,0.674,0.893,3,75,Restructured,0,Medium,184102.19
LOAN005395,666.0,0.725,0.776,0,0,Current,0,Medium,81871.71
LOAN005396,739.0,0.363,0.6,1,22,Current,0,Low,8109.87
LOAN005397,627.0,0.652,0.819,6,114,Current,0,High,358544.33
LOAN005398,692.0,0.799,0.806,3,54,Current,0,Medium,241421.37
LOAN005399,785.0,0.143,,0,0,Current,0,Low,683.81
LOAN005400,660.0,0.56,,0,0,Current,0,Low,10925.69
LOAN005401,691.0,0.608,,0,0,Paid Off,0,Low,6352.72
LOAN005402,662.0,0.784,0.765,3,42,Current,0,Medium,98373.14
LOAN005403,722.0,0.786,0.762,5,105,Restructured,0,Medium,153945.72
LOAN005404,633.0,0.474,,3,72, late ,0,Medium,9894.48
LOAN005405,660.0,0.92,0.551,3,27,Current,0,Medium,364987.14
LOAN005406,677.0,0.537,0.813,2,90,Written Off,1,Medium,129352.72
LOAN005407,630.0,0.937,0.581,1,24,Current,0,Medium,267576.32
LOAN005408,716.0,0.702,0.876,9,180,Defaulted,1,High,253870.73
LOAN005409,705.0,0.303,0.613,1,14,Current,0,Low,9609.8
LOAN005410,666.0,0.532,0.673,0,0,Current,0,Low,45498.31
LOAN005411,678.0,,0.761,1,25,Current,0,Medium,71892.72
LOAN005412,698.0,0.265,,0,0,Current,0,Low,8131.91
LOAN005413,653.0,0.765,0.805,4,64,Restructured,0,Medium,334699.59
LOAN005414,615.0,0.663,0.536,2,34,Current,0,Medium,130578.73
LOAN005415,659.0,0.886,0.502,2,48,current,0,Medium,186802.22
LOAN005416,698.0,0.317,0.795,0,0,Current,0,Low,3638.6
LOAN005417,631.0,0.366,,3,39,Current,0,Medium,26816.8
LOAN005418,640.0,0.939,0.586,4,92,Late,0,High,747986.61
LOAN005419,673.0,0.784,,2,16,Current,0, medium ,15952.34
LOAN005420,649.0,0.723,0.587,3,126,Defaulted,1,Medium,151008.61
LOAN005421,718.0,0.339,,0,0,Paid Off,0,Low,8429.93
LOAN005422,668.0,0.519,0.549,0,0,Current,0,Low,79114.34
LOAN005423,674.0,0.549,0.568,0,0,Current,0,Low,114656.43
LOAN005424,656.0,1.021,0.661,1,15,Current,0,Medium,242966.23
LOAN005425,653.0,0.374,,0,0,Current,0,Low,5119.15
LOAN005426,655.0,0.712,,0,0,Current,0,Medium,38197.85
LOAN005427,705.0,0.396,0.586,0,0,Current,0,Low,11503.21
LOAN005428,683.0,0.55,0.606,0,0,Current,0,Low,83865.91
LOAN005429,577.0,1.093,0.87,2,38,Current,0,High,319350.5
LOAN005430,645.0,0.481,0.535,3,51,Current,0,Medium,122806.02
LOAN005431,625.0,0.671,0.566,4,84,Late,0,Medium,183979.3
LOAN005432,671.0,0.845,,4,149,Defaulted,1,High,236909.55
LOAN005433,,0.252,0.547,1,17,Current,0,Low,1599.87
LOAN005434,650.0,0.356,0.594,0,0,Current,0,Low,3229.06
LOAN005435,708.0,0.457,,0,0,Current,0,Low,60653.27
LOAN005436,660.0,0.536,0.517,0,0,Current,0,Low,44301.24
LOAN005437,643.0,0.997,,4,92,Restructured,0,High,77138.37
LOAN005438,703.0,0.421,0.623,1,24,Current,0,Low,3790.6
LOAN005439,751.0,0.36,0.589,0,0,Current,0,Low,55504.64
LOAN005440,640.0,0.626,0.513,0,0,Current,0,Medium,47900.84
LOAN005441,693.0,0.471,0.815,0,0,Paid Off,0,Low,7741.52
LOAN005442,630.0,0.794,0.529,2,162,Defaulted,1,Medium,142771.89
LOAN005443,645.0,0.605,0.829,2,22,Current,0,Medium,417019.49
LOAN005444,662.0,0.302,,0,0,Current,0,Low,2674.85
LOAN005445,623.0,0.877,0.882,1,16,Current,0,Medium,194532.7
LOAN005446,592.0,0.959,0.682,2,48,Current,0,High,395356.98
LOAN005447,595.0,0.808,0.687,5,158,Defaulted,1,High,492356.74
LOAN005448,669.0,0.454,0.855,0,0,Paid Off,0,Low,28367.61
LOAN005449,658.0,0.669,0.6,4,122,Defaulted,1,Medium,127388.95
LOAN005450,694.0,0.498,0.613,0,0,Current,0,Low,5677.23
LOAN005451,612.0,0.645,0.903,4,36,Current,0, medium ,443244.83
LOAN005452,678.0,0.465,0.717,1,17,Current,0,Medium,16385.65
LOAN005453,605.0,0.967,0.528,0,0,Paid Off,0,Medium,332565.38
LOAN005454,703.0,0.584,,0,0,Current,0,Low,110567.96
LOAN005455,,0.458,,3,27,Current,0,Medium,28058.15
LOAN005456,728.0,0.712,0.842,0,0,Current,0,Low,47292.2
LOAN005457,688.0,0.492,0.607,0,0,Current,0,Low,11953.5
LOAN005458,597.0,0.686,0.829,2,22,Paid Off,0,Medium,69865.49
LOAN005459,666.0,0.541,0.715,0,0,Current,0,Low,26918.61
LOAN005460,695.0,0.856,0.648,0,0,current,0,Medium,347091.67
LOAN005461,603.0,1.104,0.677,2,16,Current,0,High,672696.89
LOAN005462,614.0,0.877,0.814,2,26,Current,0,Medium,211306.8
LOAN005463,705.0,0.541,0.677,1,15,Current,0,Low,70807.63
LOAN005464,741.0,0.371,,0,0,Current,0,Low,14272.2
LOAN005465,659.0,1.35,0.523,3,63,Restructured,0,High,1728593.67
LOAN005466,718.0,0.4,0.68,0,0,Current,0,Low,7394.99
LOAN005467,718.0,0.488,0.57,0,0,Current,0,Low,47797.09
LOAN005468,698.0,0.759,0.634,1,8,Current,0,Medium,109608.51
LOAN005469,711.0,0.465,,1,16,Current,0,Low,12636.24
LOAN005470,636.0,0.76,,4,100,Restructured,0,High,162235.7
LOAN005471,694.0,0.538,0.582,1,25,Current,0,Medium,19811.36
LOAN005472,655.0,0.846,0.736,1,8,Current,0,Medium,512891.85
LOAN005473,608.0,0.631,0.713,2,38,Current,0,Medium,296563.65
LOAN005474,611.0,0.986,0.742,4,76,Current,0,High,445344.78
LOAN005475,,0.827,,4,150,Defaulted,1,High,534756.24
LOAN005476,705.0,0.633,0.825,0,0,Current,0,Low,198225.31
LOAN005477,610.0,1.004,0.628,3,24,Current,0,High,1328943.05
LOAN005478,678.0,0.528,0.612,8,129,Defaulted,1,High,129703.76
LOAN005479,661.0,0.885,0.516,2,40,Current,0,Medium,208648.84
LOAN005480,621.0,0.981,0.6,2,36,Current,0,Medium,483431.38
LOAN005481,670.0,0.532,,0,0,Current,0,Low,20618.62
LOAN005482,707.0,0.518,0.541,0,0,Current,0,Low,31776.04
LOAN005483,713.0,0.349,0.552,0,0,Current,0,Low,32867.83
LOAN005484,705.0,0.468,,1,13,Current,0,Low,4301.42
LOAN005485,759.0,0.495,,0,0,Current,0,Low,3872.65
LOAN005486,621.0,0.463,0.631,2,28,Current,0,Medium,6877.47
LOAN005487,715.0,0.447,,0,0,Current,0,Low,15044.32
LOAN005488,692.0,0.482,0.63,0,0,Current,0,Low,5337.2
LOAN005489,725.0,0.314,,0,0,Current,0,Low,5832.55
LOAN005490,698.0,0.391,0.646,0,0,Current,0,Low,4538.45
LOAN005491,718.0,0.915,0.779,3,66,Late,0,Medium,293670.86
LOAN005492,670.0,0.722,,6,180,Defaulted,1,High,123197.7
LOAN005493,663.0,0.626,,1,21,Current,0,Medium,31305.4
LOAN005494,603.0,1.249,0.867,3,75,Late,0,High,1370011.19
LOAN005495,692.0,0.557,0.641,0,0,Current,0,Low,6955.38
LOAN005496,626.0,0.632,0.644,2,44,Current,0,Medium,141637.06
LOAN005497,668.0,0.671,0.714,0,0,Paid Off,0,Medium,56286.17
LOAN005498,653.0,0.829,0.656,4,114,Defaulted,1,High,788007.29
LOAN005499,651.0,0.705,0.721,0,0,Current,0,Medium,199388.64
LOAN005500,618.0,0.884,0.543,1,15,Current,0,Medium,451540.12
LOAN005501,671.0,0.487,,0,0,Current,0,Low,8074.12
LOAN005502,714.0,0.38,0.528,1,11,Current,0,Low,10898.33
LOAN005503,627.0,0.587,0.694,1,25,Current,0,Medium,255906.92
LOAN005504,589.0,1.098,0.569,1,101,Written Off,1,High,809722.08
LOAN005505,710.0,0.628,,0,0,Current,0,Low,20540.57
LOAN005506,611.0,0.93,0.525,2,28,Current,0,Medium,221738.11
LOAN005507,708.0,0.612,0.564,1,20,Current,0,Medium,73247.08
LOAN005508,701.0,0.407,0.548,0,0,Current,0,Low,103744.05
LOAN005509,658.0,0.358,,0,0,Current,0,Low,3159.41
LOAN005510,661.0,0.755,0.526,4,88,Current,0,Medium,49849.76
LOAN005511,650.0,0.797,0.888,2,34,Current,0,Medium,95916.24
LOAN005512,711.0,0.158,,0,0,Current,0,Low,3135.58
LOAN005513,642.0,0.757,0.785,6,119,Defaulted,1,High,298349.05
LOAN005514,723.0,0.881,0.52,1,23,Paid Off,0,Medium,312080.41
LOAN005515,705.0,0.274,0.507,0,0,Current,0,Low,856.47
LOAN005516,690.0,0.464,0.711,0,0,Current,0,Low,6009.1
LOAN005517,,0.482,,0,0,Paid Off,0, Low ,8300.73
LOAN005518,657.0,0.744,0.759,5,133,Defaulted,1,High,101228.09
LOAN005519,718.0,0.612,,0,0,Current,0,Low,6002.37
LOAN005520,642.0,0.5,0.599,3,51,Current,0,Medium,303179.78
LOAN005521,745.0,0.31,0.614,1,22,Current,0,Low,10943.46
LOAN005522,633.0,1.097,0.562,9,180,Defaulted,1,High,642929.72
LOAN005523,736.0,0.44,0.541,0,0,Current,0,Low,45145.53
LOAN005524,631.0,0.621,0.583,3,24,Current,0,Medium,158631.53
LOAN005525,664.0,0.504,0.654,0,0,Current,0,Low,18103.84
LOAN005526,646.0,0.415,,2,42,Current,0,Medium,72759.13
LOAN005527,696.0,0.694,0.545,2,26,Current,0,Medium,277119.59
LOAN005528,643.0,0.7,0.676,1,11,Current,0, medium ,336886.36
LOAN005529,658.0,0.6,0.658,0,0,current,0,Medium,22106.15
LOAN005530,677.0,0.677,,0,0,Current,0,Medium,276216.94
LOAN005531,789.0,0.444,0.563,0,0,Current,0,Low,23699.93
LOAN005532,643.0,0.395,,3,75,Current,0, Medium ,24278.86
LOAN005533,676.0,0.351,,1,9,Current,0,Low,7284.1
LOAN005534,738.0,0.28,,0,0,Current,0,Low,7470.87
LOAN005535,655.0,0.727,0.576,0,0,Current,0,Medium,48219.25
LOAN005536,670.0,0.609,0.538,0,0,Current,0,Low,6031.08
LOAN005537,714.0,0.424,,0,0,Current,0,Low,16305.91
LOAN005538,697.0,0.859,0.847,5,120,Current,0,High,258509.62
LOAN005539,603.0,1.145,0.789,3,66,Current,0,High,3158253.51
LOAN005540,701.0,0.293,,0,0,Current,0,Low,5753.0
LOAN005541,679.0,0.377,,0,0,Current,0,Low,5330.43
LOAN005542,657.0,0.336,0.658,1,17,Current,0,Low,4130.67
LOAN005543,680.0,0.231,0.851,0,0,Current,0,Low,2067.91
LOAN005544,726.0,0.348,,0,0,Current,0,Low,901.45
LOAN005545,679.0,0.261,,0,0,Current,0,Low,3464.18
LOAN005546,678.0,0.488,0.726,0,0,Current,0,Low,6088.06
LOAN005547,637.0,0.624,0.581,2,30,Current,0,Medium,11981.38
LOAN005548,637.0,1.018,0.633,3,33,Current,0,High,538527.89
LOAN005549,639.0,0.525,0.952,4,92,Late,0,Medium,196439.76
LOAN005550,674.0,0.619,0.645,1,12,Current,0,Medium,125529.63
LOAN005551,669.0,0.725,0.502,5,45,Current,0,Medium,115649.68
LOAN005552,720.0,0.577,,0,0,Current,0,Low,18309.66
LOAN005553,637.0,0.923,0.625,2,42,Current,0,Medium,504243.08
LOAN005554,687.0,0.495,0.709,1,9,Current,0,Medium,61196.64
LOAN005555,601.0,0.716,0.671,2,32,Current,0,Medium,226693.22
LOAN005556,625.0,0.653,,1,20,Current,0,Medium,13414.9
LOAN005557,702.0,0.361,,0,0,Current,0,Low,9513.42
LOAN005558,694.0,0.606,0.639,0,0,Current,0,Low,73427.93
LOAN005559,649.0,0.793,0.654,4,64,Late,0,Medium,450215.81
LOAN005560,626.0,0.782,,5,180,Defaulted,1,High,524391.14
LOAN005561,678.0,0.748,0.578,7,112,Current,0,High,56877.1
LOAN005562,616.0,0.497,0.946,2,28,Current,0,Medium,24282.0
LOAN005563,705.0,0.492,0.56,0,0,Current,0,Low,61115.14
LOAN005564,795.0,0.225,0.507,0,0,Current,0,Low,1713.59
LOAN005565,692.0,0.68,0.922,1,23,Current,0,Medium,36123.05
LOAN005566,703.0,,0.568,0,0,Current,0,Low,64747.01
LOAN005567,675.0,0.536,0.531,0,0,Current,0,Low,16981.51
LOAN005568,657.0,0.459,,0,0,Current,0,Low,3998.55
LOAN005569,722.0,0.681,0.818,0,0,Current,0,Low,568299.97
LOAN005570,649.0,0.544,,2,16,Current,0,Medium,29514.35
LOAN005571,620.0,0.365,0.702,2,18,Current,0,Medium,21901.98
LOAN005572,669.0,0.305,,0,0,Current,0,Low,8590.78
LOAN005573,637.0,0.948,0.869,3,75,Late,0,High,523170.22
LOAN005574,640.0,0.87,0.598,2,38,Current,0,Medium,1721136.66
LOAN005575,716.0,0.243,0.737,0,0,Current,0,Low,1276.55
LOAN005576,663.0,0.566,0.714,1,21,Current,0,Medium,81323.9
LOAN005577,666.0,0.639,0.609,0,0,Current,0,Medium,39443.21
LOAN005578,587.0,0.486,,4,60,Current,0,Medium,95029.46
LOAN005579,735.0,0.42,,0,0,Current,0,Low,23276.59
LOAN005580,631.0,0.584,0.809,4,68,Late,0,Medium,160461.44
LOAN005581,709.0,0.502,,1,11,Current,0,Low,4960.15
LOAN005582,650.0,0.633,0.569,1,11,Paid Off,0,Medium,69962.84
LOAN005583,720.0,0.354,0.54,1,12,Current,0,Low,8125.52
LOAN005584,644.0,0.712,0.636,6,180,Defaulted,1,High,114990.85
LOAN005585,624.0,0.737,0.7,2,24,Current,0,Medium,27562.13
LOAN005586,703.0,0.297,0.697,1,24,Current,0,Low,1626.7
LOAN005587,622.0,0.842,0.863,1,8,Current,0,Medium,713267.75
LOAN005588,767.0,0.487,,0,0,current,0,Low,18643.1
LOAN005589,,0.506,,0,0,Current,0,Low,22320.71
LOAN005590,682.0,0.471,0.932,0,0,Current,0,Low,11643.73
LOAN005591,599.0,0.601,,4,100,Restructured,0,High,58527.63
LOAN005592,676.0,0.157,0.76,1,25,Paid Off,0,LOW,1566.43
LOAN005593,711.0,0.192,0.661,0,0,Paid Off,0,Low,2288.04
LOAN005594,615.0,0.77,0.59,0,0,Current,0,Medium,123413.58
LOAN005595,640.0,0.775,0.686,3,51,Current,0,Medium,209809.79
LOAN005596,601.0,1.33,0.71,9,180,Written Off,1,High,1687554.4
LOAN005597,716.0,0.358,0.558,0,0,Current,0,Low,13815.67
LOAN005598,667.0,0.502,0.569,0,0,Current,0,Low,41278.47
LOAN005599,751.0,0.62,0.556,0,0,Current,0,Low,81396.31
LOAN005600,625.0,0.895,0.57,2,46,Paid Off,0,medium,221497.54
LOAN005601,640.0,0.688,0.624,1,21,Current,0,Medium,168298.19
LOAN005602,712.0,0.351,,1,15,Current,0,Low,4458.81
LOAN005603,718.0,0.329,0.545,2,26,Current,0,Low,8475.45
LOAN005604,708.0,0.383,0.882,0,0, Current ,0,Low,20853.24
LOAN005605,755.0,0.388,0.767,0,0, current ,0,Low,21936.71
LOAN005606,,0.152,0.811,0,0,Current,0,Low,895.08
LOAN005607,642.0,0.951,0.72,4,40,Current,0,High,322811.4
LOAN005608,713.0,0.87,0.6,0,0,Current,0,Medium,148402.32
LOAN005609,664.0,0.236,0.657,0,0,current,0,Low,5707.12
LOAN005610,686.0,0.314,0.82,0,0,Current,0,Low,2820.6
LOAN005611,,0.603,,4,135,Defaulted,1,Medium,56362.18
LOAN005612,642.0,0.62,0.528,1,25,Current,0,Medium,11255.65
LOAN005613,636.0,0.509,0.874,3,51,Paid Off,0,Medium,47364.16
LOAN005614,696.0,0.412,,1,14,Current,0,Low,10304.82
LOAN005615,698.0,0.71,0.7,2,90,Defaulted,1,Medium,38116.12
LOAN005616,614.0,1.042,,4,96,Current,0,High,1157958.35
LOAN005617,629.0,0.953,0.579,6,163,Defaulted,1,High,253664.38
LOAN005618,582.0,0.94,0.848,3,27,Current,0,High,1402754.24
LOAN005619,686.0,0.672,,0,0,Current,0,Low,25071.47
LOAN005620,595.0,1.001,0.536,3,63,Current,0,High,461437.05
LOAN005621,640.0,0.655,,4,40,Current,0,Medium,43269.3
LOAN005622,678.0,0.663,,0,0,Current,0,Medium,264091.12
LOAN005623,667.0,0.354,0.603,0,0,Current,0,Low,12674.03
LOAN005624,665.0,0.601,0.941,0,0,Paid Off,0,Medium,67088.06
LOAN005625,776.0,0.151,,3,54,Current,0,Low,1656.82
LOAN005626,705.0,0.363,0.518,0,0,Current,0,Low,2390.76
LOAN005627,736.0,0.593,0.717,0,0,Current,0,Low,40024.93
LOAN005628,660.0,0.9,0.658,1,9,Paid Off,0,Medium,72399.14
LOAN005629,648.0,0.456,,7,180,Defaulted,1,High,36827.68
LOAN005630,627.0,0.812,0.779,5,180,Defaulted,1,High,396614.33
LOAN005631,639.0,0.73,0.853,5,85,Late,0,High,100522.91
LOAN005632,695.0,0.56,0.885,0,0,Current,0,Low,90866.48
LOAN005633,763.0,0.19,,0,0,Current,0,Low,4385.13
LOAN005634,663.0,0.564,0.845,0,0,Current,0,Medium,39482.28
LOAN005635,679.0,0.132,0.535,0,0,Current,0,Low,2212.91
LOAN005636,649.0,0.6,,3,30,Current,0,Medium,9602.09
LOAN005637,729.0,0.623,,0,0,Current,0,Low,26487.52
LOAN005638,651.0,0.718,0.509,0,0,Current,0,Medium,107373.75
LOAN005639,738.0,0.349,,1,25,Current,0, low ,1745.1
LOAN005640,650.0,1.07,0.611,5,125,Late,0,High,324064.84
LOAN005641,583.0,0.594,0.63,6,54,Current,0,High,25258.14
LOAN005642,693.0,0.497,,1,9,Current,0,Low,21980.15
LOAN005643,660.0,0.381,0.65,0,0,Current,0,low,18140.8
LOAN005644,687.0,0.511,0.582,0,0,Current,0,Low,17509.3
LOAN005645,620.0,0.837,,1,22,Current,0,Medium,73127.16
LOAN005646,668.0,0.475,,0,0,Current,0,Low,9095.8
LOAN005647,721.0,0.089,,1,19,Current,0,Low,4733.83
LOAN005648,715.0,0.382,0.631,0,0,Current,0,Low,10666.94
LOAN005649,657.0,0.489,0.591,0,0,Current,0,Low,31389.96
LOAN005650,699.0,0.296,0.589,0,0,Current,0,Low,11607.66
LOAN005651,699.0,0.703,0.923,0,0,Current,0,Medium,92550.67
LOAN005652,674.0,0.591,,0,0,Current,0,low,7083.37
LOAN005653,659.0,0.507,,1,20,Current,0,Medium,4630.24
LOAN005654,674.0,0.51,0.511,0,0,Current,0,Low,112297.58
LOAN005655,639.0,0.364,0.65,3,42,Current,0,Medium,5366.16
LOAN005656,668.0,0.603,0.706,1,10,Current,0,Medium,125682.35
LOAN005657,626.0,0.826,0.57,1,18,Current,0,Medium,308740.94
LOAN005658,653.0,0.644,0.626,0,0,Current,0,Medium,22902.64
LOAN005659,694.0,0.881,0.581,0,0,Current,0,Medium,563428.2
LOAN005660,707.0,0.484,0.512,0,0,Paid Off,0,Low,14306.43
LOAN005661,673.0,0.415,0.815,4,124, defaulted ,1,Medium,5005.56
LOAN005662,636.0,0.733,0.693,5,180,Defaulted,1,High,890157.27
LOAN005663,635.0,0.441,,0,0,Current,0,Low,13770.45
LOAN005664,642.0,0.612,,4,88,Late,0,Medium,16377.75
LOAN005665,737.0,0.253,0.728,1,16,Current,0,Low,2505.38
LOAN005666,662.0,0.901,0.546,4,52,Current,0,High,212855.99
LOAN005667,703.0,0.638,0.692,0,0,Current,0,Low,79675.72
LOAN005668,622.0,0.54,,9,180,Defaulted,1,High,39968.49
LOAN005669,634.0,1.031,0.882,5,75,Late,0,High,613101.27
LOAN005670,719.0,0.343,0.558,0,0,Current,0,Low,13470.42
LOAN005671,656.0,0.569,0.57,0,0,Current,0,Medium,13047.75
LOAN005672,648.0,0.681,0.781,3,150,Defaulted,1,Medium,314142.32
LOAN005673,657.0,0.818,0.582,2,38,Current,0,Medium,181616.62
LOAN005674,697.0,0.573,0.737,0,0,Current,0,Low,12646.8
LOAN005675,620.0,0.778,0.601,5,65,Current,0,High,241875.25
LOAN005676,758.0,0.284,,0,0,Current,0,Low,4983.17
LOAN005677,678.0,0.575,,1,9,Current,0,Medium,38471.37
LOAN005678,676.0,0.143,,0,0,Current,0,Low,16643.12
LOAN005679,671.0,0.967,,2,69,Defaulted,1,Medium,482965.05
LOAN005680,692.0,0.501,,0,0,Current,0,Low,9970.2
LOAN005681,750.0,0.484,,0,0,Current,0,Low,7886.24
LOAN005682,699.0,0.387,0.644,0,0,Current,0,Low,28159.35
LOAN005683,619.0,0.374,0.903,4,80,Late,0,Medium,110009.58
LOAN005684,681.0,0.349,,0,0,Current,0,Low,5897.21
LOAN005685,673.0,0.515,0.917,0,0,Current,0,Low,66856.42
LOAN005686,655.0,0.708,0.614,0,0,Current,0,Medium,115181.06
